fish_table_id,fish_indiv,distance_m,date,site,anem_table_id,fish_obs_time,fish_spp,size,color,sex,fin_id,sample_id,tag_id,recap
5705,8,9.154491874690903,2015-05-28,Visca,6252,NA,APCL,11.2,YP,F,371477,APCL15_371477,985153000371477,N
7615,8,9.154491874690903,2016-05-27,Visca,7331,NA,APCL,10.8,YP,F,NA,NA,985153000371477,Y
6800,8,9.154491874690903,2016-05-11,Visca,6789,NA,APCL,9,YP,F,NA,NA,985153000371477,Y
1795,8,14.285632536578783,2014-06-07,Visca,1730,NA,APCL,10.2,YP,F,7,APCL14_007,NA,NA
5705,8,14.285632536578783,2015-05-28,Visca,6252,NA,APCL,11.2,YP,F,371477,APCL15_371477,985153000371477,N
7615,8,14.285632536578783,2016-05-27,Visca,7331,NA,APCL,10.8,YP,F,NA,NA,985153000371477,Y
1795,8,59.45331043912912,2014-06-07,Visca,1730,NA,APCL,10.2,YP,F,7,APCL14_007,NA,NA
5705,8,59.45331043912912,2015-05-28,Visca,6252,NA,APCL,11.2,YP,F,371477,APCL15_371477,985153000371477,N
713,9,16.919980951717434,2013-05-23,Poroc Rose,709,NA,APCL,5.1,YR,J,60,APCL13_060,NA,NA
389,9,16.919980951717434,2012-05-11,Poroc Rose,336,NA,APCL,4.4,Y,J,189,APCL12_189,NA,NA
2598,10,5.901921992718723,2014-06-22,Sitio Baybayon,2171,NA,APCL,8,O,M,285,APCL14_285,NA,NA
6666,10,5.901921992718723,2015-06-14,Sitio Baybayon,6773,NA,APCL,9.4,O,M,372461,APCL15_372461,985153000372461,N
2588,11,11.958591564487222,2014-06-22,Sitio Baybayon,2166,NA,APCL,7.3,O,M,281,APCL14_281,NA,NA
6647,11,11.958591564487222,2015-06-14,Sitio Baybayon,6765,NA,APCL,10.4,O,M,373315,APCL15_373315,985153000373315,N
569,409,10.37093867838766,2012-05-14,Wangag,592,NA,APCL,4.5,Y,J,276,APCL12_276,NA,NA
1150,409,10.37093867838766,2013-05-28,Wangag,1127,NA,APCL,8,O,M,310,APCL13_310,NA,NA
2356,13,15.539752077552377,2014-06-17,Palanas,2018,NA,APCL,5.5,Y,J,182,APCL14_182,NA,NA
6937,13,15.539752077552377,2016-05-13,Palanas,6875,NA,APCL,11.1,YP,F,39,APCL16_039,NA,NA
5799,13,15.539752077552377,2015-05-29,Palanas,6304,NA,APCL,10.1,Y,F,370935,APCL15_370935,985153000370935,N
2356,13,9.672148620589423,2014-06-17,Palanas,2018,NA,APCL,5.5,Y,J,182,APCL14_182,NA,NA
6937,13,9.672148620589423,2016-05-13,Palanas,6875,NA,APCL,11.1,YP,F,39,APCL16_039,NA,NA
1424,14,77.37766827977737,2013-05-31,Palanas,1374,NA,APCL,2.4,W,J,453,APCL13_453,NA,NA
8330,14,77.37766827977737,2016-06-14,Palanas,8008,NA,APCL,9.6,O,M,776,APCL16_776,986112100170011,N
7026,14,77.37766827977737,2016-05-14,Palanas,6919,NA,APCL,9.6,O,M,76,APCL16_076,985153000364576,N
210,14,77.37766827977737,2017-05-16,Palanas,8174,10:28:00,APCL,10.1,O,M,81,APCL17_081,982000411818463,N
5801,14,77.37766827977737,2015-05-29,Palanas,6306,NA,APCL,9.1,Y,F,375598,APCL15_375598,985153000375598,N
12148,14,77.37766827977737,2018-03-07,Palanas,11371,10:57:00,APCL,10.2,O,M,NA,NA,982000411818463,Y
12507,14,77.37766827977737,2018-03-31,Palanas,10945,10:31:00,APCL,10.4,O,M,NA,NA,982000411818463,Y
1424,14,77.00919706938582,2013-05-31,Palanas,1374,NA,APCL,2.4,W,J,453,APCL13_453,NA,NA
8330,14,77.00919706938582,2016-06-14,Palanas,8008,NA,APCL,9.6,O,M,776,APCL16_776,986112100170011,N
7026,14,77.00919706938582,2016-05-14,Palanas,6919,NA,APCL,9.6,O,M,76,APCL16_076,985153000364576,N
210,14,77.00919706938582,2017-05-16,Palanas,8174,10:28:00,APCL,10.1,O,M,81,APCL17_081,982000411818463,N
5801,14,77.00919706938582,2015-05-29,Palanas,6306,NA,APCL,9.1,Y,F,375598,APCL15_375598,985153000375598,N
12148,14,77.00919706938582,2018-03-07,Palanas,11371,10:57:00,APCL,10.2,O,M,NA,NA,982000411818463,Y
1424,14,72.2042623972004,2013-05-31,Palanas,1374,NA,APCL,2.4,W,J,453,APCL13_453,NA,NA
8330,14,72.2042623972004,2016-06-14,Palanas,8008,NA,APCL,9.6,O,M,776,APCL16_776,986112100170011,N
7026,14,72.2042623972004,2016-05-14,Palanas,6919,NA,APCL,9.6,O,M,76,APCL16_076,985153000364576,N
210,14,72.2042623972004,2017-05-16,Palanas,8174,10:28:00,APCL,10.1,O,M,81,APCL17_081,982000411818463,N
5801,14,72.2042623972004,2015-05-29,Palanas,6306,NA,APCL,9.1,Y,F,375598,APCL15_375598,985153000375598,N
1424,14,59.88368141725824,2013-05-31,Palanas,1374,NA,APCL,2.4,W,J,453,APCL13_453,NA,NA
8330,14,59.88368141725824,2016-06-14,Palanas,8008,NA,APCL,9.6,O,M,776,APCL16_776,986112100170011,N
7026,14,59.88368141725824,2016-05-14,Palanas,6919,NA,APCL,9.6,O,M,76,APCL16_076,985153000364576,N
210,14,59.88368141725824,2017-05-16,Palanas,8174,10:28:00,APCL,10.1,O,M,81,APCL17_081,982000411818463,N
1424,14,75.3398187287676,2013-05-31,Palanas,1374,NA,APCL,2.4,W,J,453,APCL13_453,NA,NA
8330,14,75.3398187287676,2016-06-14,Palanas,8008,NA,APCL,9.6,O,M,776,APCL16_776,986112100170011,N
7026,14,75.3398187287676,2016-05-14,Palanas,6919,NA,APCL,9.6,O,M,76,APCL16_076,985153000364576,N
1424,14,76.35845421623812,2013-05-31,Palanas,1374,NA,APCL,2.4,W,J,453,APCL13_453,NA,NA
8330,14,76.35845421623812,2016-06-14,Palanas,8008,NA,APCL,9.6,O,M,776,APCL16_776,986112100170011,N
240,511,2.6488839156574535,2012-05-09,Wangag,190,NA,APCL,9.6,NA,NA,105,APCL12_105,NA,NA
1094,511,2.6488839156574535,2013-05-28,Wangag,968,NA,APCL,9.7,O,M,278,APCL13_278,NA,NA
2018,16,8.175015725882254,2014-06-13,Palanas,1836,NA,APCL,4.1,YR,J,74,APCL14_074,NA,NA
5890,16,8.175015725882254,2015-05-30,Palanas,6351,NA,APCL,8.2,O,M,404741,APCL15_404741,985153000404741,N
243,764,8.331262134496127,2012-05-09,Wangag,197,NA,APCL,6.4,NA,NA,100,APCL12_100,NA,NA
1103,764,8.331262134496127,2013-05-28,Wangag,983,NA,APCL,8.7,O,M,283,APCL13_283,NA,NA
306,463,10.087566194929513,2012-05-10,Cabatoan,278,NA,APCL,7,Y,J,134,APCL12_134,NA,NA
1269,463,10.087566194929513,2013-05-29,S. Magbangon,1243,NA,APCL,8.2,YP,F,365,APCL13_365,NA,NA
111,662,22.579835890212316,2012-05-09,Palanas,63,NA,APCL,7.1,NA,NA,62,APCL12_062,NA,NA
1036,662,22.579835890212316,2013-05-27,Palanas,909,NA,APCL,8.7,YP,F,244,APCL13_244,NA,NA
2807,20,4.992618023740978,2014-06-23,Wangag,2360,NA,APCL,10.7,YP,F,415,APCL14_415,NA,NA
5935,20,4.992618023740978,2015-05-31,Wangag,6379,NA,APCL,11.4,YP,F,407622,APCL15_407622,985153000407622,N
2612,21,7.914812466481763,2014-06-22,Sitio Baybayon,2178,NA,APCL,4.6,YR,J,293,APCL14_293,NA,NA
6661,21,7.914812466481763,2015-06-14,Sitio Baybayon,6771,NA,APCL,9.4,O,M,369541,APCL15_369541,985153000369541,N
530,762,10.642990414860659,2012-05-14,Wangag,482,NA,APCL,5.1,Y,J,256,APCL12_256,NA,NA
1131,762,10.642990414860659,2013-05-28,Wangag,1063,NA,APCL,9,YP,F,295,APCL13_295,NA,NA
354,758,13.163435733906079,2012-05-10,S. Magbangon,303,NA,APCL,5.6,Y,J,167,APCL12_167,NA,NA
1236,758,13.163435733906079,2013-05-29,S. Magbangon,1222,NA,APCL,9.3,YP,F,355,APCL13_355,NA,NA
6584,24,13.960007884768036,2015-06-14,Sitio Baybayon,6737,NA,APCL,5.8,YR,J,149,APCL15_149,NA,NA
6845,24,13.960007884768036,2016-05-12,Sitio Baybayon,6818,NA,APCL,9.2,YR,F,14,APCL16_014,985153000402535,N
1524,25,46.23086500779877,2013-06-01,Visca,1441,NA,APCL,10.4,YP,F,510,APCL13_510,NA,NA
64,25,46.23086500779877,2012-05-06,Visca,31,NA,APCL,10.4,NA,NA,29,APCL12_029,NA,NA
1787,25,46.23086500779877,2014-06-07,Visca,1726,NA,APCL,9.9,Y,F,3,APCL14_003,NA,NA
1524,25,36.13558481143463,2013-06-01,Visca,1441,NA,APCL,10.4,YP,F,510,APCL13_510,NA,NA
64,25,36.13558481143463,2012-05-06,Visca,31,NA,APCL,10.4,NA,NA,29,APCL12_029,NA,NA
2592,26,5.50000472017352,2014-06-22,Sitio Baybayon,2168,NA,APCL,8.9,O,M,283,APCL14_283,NA,NA
6649,26,5.50000472017352,2015-06-14,Sitio Baybayon,6766,NA,APCL,10.7,O,M,371825,APCL15_371825,985153000371825,N
2602,27,3.6078774320758082,2014-06-22,Sitio Baybayon,2174,NA,APCL,7.8,O,M,286,APCL14_286,NA,NA
6655,27,3.6078774320758082,2015-06-14,Sitio Baybayon,6769,NA,APCL,9.8,YR,F,355880,APCL15_355880,985153000355880,N
72,895,33.71430199751303,2012-05-06,Visca,36,NA,APCL,8.6,NA,NA,25,APCL12_025,NA,NA
635,895,33.71430199751303,2013-05-22,Visca,656,NA,APCL,10,O,M,9,APCL13_009,NA,NA
223,2078,18.43063915044721,2012-05-09,Palanas,148,NA,APCL,4.1,NA,NA,90,APCL12_090,NA,NA
983,2078,18.43063915044721,2013-05-27,Palanas,869,NA,APCL,7.6,YR,F,211,APCL13_211,NA,NA
6038,153,14.369341764414175,2015-06-01,Wangag,6457,NA,APCL,3.5,YR,J,42,APCL15_042,NA,NA
7956,153,14.369341764414175,2016-06-03,Wangag,7726,NA,APCL,9.2,O,M,524,APCL16_524,985153000400979,N
62,897,13.51342563419612,2012-05-06,Visca,31,NA,APCL,10.6,NA,NA,22,APCL12_022,NA,NA
8477,897,13.51342563419612,2013-05-22,Visca,665,NA,APCL,NA,NA,NA,18,APCL13_018,NA,NA
317,962,6.648995008214588,2012-05-10,Cabatoan,284,NA,APCL,9.8,O,M,139,APCL12_139,NA,NA
2418,962,6.648995008214588,2014-06-18,S. Magbangon,2057,NA,APCL,10.2,Y,F,204,APCL14_204,NA,NA
140,460,24.5720431972115,2012-05-09,Palanas,84,NA,APCL,8,O,M,77,APCL12_077,NA,NA
1437,460,24.5720431972115,2013-05-31,Palanas,1382,NA,APCL,9.7,O,M,462,APCL13_462,NA,NA
8296,1021,8.084914269323363,2016-06-09,Tamakin Dacot,7991,NA,APCL,11.8,O,M,756,APCL16_756,NA,NA
6353,1021,8.084914269323363,2015-06-09,Tamakin Dacot,6637,NA,APCL,7.6,O,M,355219,APCL15_355219,985153000355219,N
2798,277,9.894483224678659,2014-06-23,Wangag,2357,NA,APCL,5.3,Y,J,412,APCL14_412,NA,NA
5948,277,9.894483224678659,2015-05-31,Wangag,6390,NA,APCL,8.8,YR,J,403102,APCL15_403102,985153000403102,N
2873,281,19.072656385898593,2014-06-24,Wangag,2421,NA,APCL,5.1,W,J,426,APCL14_426,NA,NA
6012,281,19.072656385898593,2015-06-01,Wangag,6436,NA,APCL,7.2,YP,F,375659,APCL15_375659,985153000375659,N
1653,281,19.072656385898593,2017-06-11,Wangag,8943,11:20:00,APCL,10.2,YP,F,NA,NA,985153000375659,Y
2873,281,18.74821891721505,2014-06-24,Wangag,2421,NA,APCL,5.1,W,J,426,APCL14_426,NA,NA
6012,281,18.74821891721505,2015-06-01,Wangag,6436,NA,APCL,7.2,YP,F,375659,APCL15_375659,985153000375659,N
2041,299,17.072984981029858,2014-06-13,Palanas,1848,NA,APCL,4,YR,J,86,APCL14_086,NA,NA
5874,299,17.072984981029858,2015-05-30,Palanas,6343,NA,APCL,9,O,M,407082,APCL15_407082,985153000407082,N
2792,302,496.2337394847853,2014-06-23,Wangag,2354,NA,APCL,4.2,W,J,408,APCL14_408,NA,NA
5809,302,496.2337394847853,2015-05-29,Palanas,6310,NA,APCL,8.6,O,M,376136,APCL15_376136,985153000376136,N
8329,302,496.2337394847853,2016-06-14,Palanas,8008,NA,APCL,10.7,YP,F,NA,NA,985153000376136,Y
12433,302,496.2337394847853,2018-03-07,Palanas,11370,11:08:00,APCL,10.5,YP,F,NA,NA,985153000376136,Y
12595,302,496.2337394847853,2018-03-31,Palanas,10945,10:33:00,APCL,11.1,YP,F,NA,NA,985153000376136,Y
7022,302,496.2337394847853,2016-05-14,Palanas,6918,NA,APCL,10.7,YP,F,NA,NA,985153000376136,Y
2792,302,494.4051323953888,2014-06-23,Wangag,2354,NA,APCL,4.2,W,J,408,APCL14_408,NA,NA
5809,302,494.4051323953888,2015-05-29,Palanas,6310,NA,APCL,8.6,O,M,376136,APCL15_376136,985153000376136,N
8329,302,494.4051323953888,2016-06-14,Palanas,8008,NA,APCL,10.7,YP,F,NA,NA,985153000376136,Y
12433,302,494.4051323953888,2018-03-07,Palanas,11370,11:08:00,APCL,10.5,YP,F,NA,NA,985153000376136,Y
12595,302,494.4051323953888,2018-03-31,Palanas,10945,10:33:00,APCL,11.1,YP,F,NA,NA,985153000376136,Y
2792,302,494.78562718676216,2014-06-23,Wangag,2354,NA,APCL,4.2,W,J,408,APCL14_408,NA,NA
5809,302,494.78562718676216,2015-05-29,Palanas,6310,NA,APCL,8.6,O,M,376136,APCL15_376136,985153000376136,N
8329,302,494.78562718676216,2016-06-14,Palanas,8008,NA,APCL,10.7,YP,F,NA,NA,985153000376136,Y
12433,302,494.78562718676216,2018-03-07,Palanas,11370,11:08:00,APCL,10.5,YP,F,NA,NA,985153000376136,Y
2792,302,492.74041494607405,2014-06-23,Wangag,2354,NA,APCL,4.2,W,J,408,APCL14_408,NA,NA
5809,302,492.74041494607405,2015-05-29,Palanas,6310,NA,APCL,8.6,O,M,376136,APCL15_376136,985153000376136,N
8329,302,492.74041494607405,2016-06-14,Palanas,8008,NA,APCL,10.7,YP,F,NA,NA,985153000376136,Y
2792,302,488.9557680082363,2014-06-23,Wangag,2354,NA,APCL,4.2,W,J,408,APCL14_408,NA,NA
5809,302,488.9557680082363,2015-05-29,Palanas,6310,NA,APCL,8.6,O,M,376136,APCL15_376136,985153000376136,N
2514,323,16.197028653249042,2014-06-22,Sitio Baybayon,2133,NA,APCL,9.3,O,M,248,APCL14_248,NA,NA
1256,323,16.197028653249042,2017-06-05,Sitio Baybayon,8757,12:44:00,APCL,10.9,YP,F,460,APCL17_460,985153000373978,Y
2799,337,9.400300381159928,2014-06-23,Wangag,2358,NA,APCL,7.2,O,M,413,APCL14_413,NA,NA
5936,337,9.400300381159928,2015-05-31,Wangag,6379,NA,APCL,10.3,O,M,407195,APCL15_407195,985153000407195,N
6981,1967,8.891816976310881,2016-05-13,Palanas,6897,NA,APCL,7.5,O,M,59,APCL16_059,NA,NA
447,1967,8.891816976310881,2017-05-19,Palanas,8281,14:39:00,APCL,11.3,O,M,135,APCL17_135,982000411818553,N
903,372,54.8603169084462,2013-05-26,Haina,818,NA,APCL,5.2,W,J,152,APCL13_152,NA,NA
2169,372,54.8603169084462,2014-06-16,Haina,1911,NA,APCL,8.8,Y,F,125,APCL14_125,NA,NA
1583,961,136.19727760495914,2013-06-03,Sitio Baybayon,1468,NA,APCL,8,O,M,557,APCL13_557,NA,NA
2606,961,136.19727760495914,2014-06-22,Sitio Baybayon,2175,NA,APCL,9.5,Y,F,289,APCL14_289,NA,NA
1676,433,77.58255785267623,2013-06-04,Wangag,1538,NA,APCL,5.3,WP,J,615,APCL13_615,NA,NA
5972,433,77.58255785267623,2015-05-31,Wangag,6404,NA,APCL,8.8,O,M,406954,APCL15_406954,985153000406954,N
1648,496,17.15610582021979,2013-06-03,Sitio Baybayon,1502,NA,APCL,8.6,YP,F,599,APCL13_599,NA,NA
6627,496,17.15610582021979,2015-06-14,Sitio Baybayon,6756,NA,APCL,9.7,YR,F,355908,APCL15_355908,985153000355908,N
2534,517,8.62817037398106,2014-06-22,Sitio Baybayon,2141,NA,APCL,9.2,O,M,254,APCL14_254,NA,NA
6594,517,8.62817037398106,2015-06-14,Sitio Baybayon,6740,NA,APCL,9.6,O,M,356249,APCL15_356249,985153000356249,N
2796,527,14.797133910415246,2014-06-23,Wangag,2356,NA,APCL,5,W,J,410,APCL14_410,NA,NA
5976,527,14.797133910415246,2015-05-31,Wangag,6410,NA,APCL,8.5,O,M,407401,APCL15_407401,985153000407401,N
2774,532,7.268255537434051,2014-06-23,Wangag,2343,NA,APCL,4.3,Y,J,397,APCL14_397,NA,NA
7471,532,7.268255537434051,2016-05-21,Wangag,7197,NA,APCL,9.5,YP,F,228,APCL16_228,985153000406582,N
1929,535,4.419269851675453,2014-06-12,Sitio Baybayon,1793,NA,APCL,8.8,YP,F,42,APCL14_042,NA,NA
6550,535,4.419269851675453,2015-06-13,Sitio Baybayon,6720,NA,APCL,9.6,Y,F,363882,APCL15_363882,985153000363882,N
1855,570,12.854013656288584,2014-06-11,Cabatoan,1759,NA,APCL,4.8,YR,J,24,APCL14_024,NA,NA
6232,570,12.854013656288584,2015-06-05,Cabatoan,6585,NA,APCL,8.3,Y,F,356339,APCL15_356339,985153000356339,N
2471,574,11.523031406874447,2014-06-18,N. Magbangon,2100,NA,APCL,5.7,YR,J,220,APCL14_220,NA,NA
6168,574,11.523031406874447,2015-06-04,N. Magbangon,6557,NA,APCL,9.1,O,M,372981,APCL15_372981,985153000372981,N
2789,578,8.805422585662534,2014-06-23,Wangag,2352,NA,APCL,4.2,W,J,406,APCL14_406,NA,NA
5986,578,8.805422585662534,2015-06-01,Wangag,6420,NA,APCL,7.9,O,M,373511,APCL15_373511,985153000373511,N
1456,583,16.73861132272701,2013-05-31,Palanas,1397,NA,APCL,10.3,O,M,471,APCL13_471,NA,NA
209,583,16.73861132272701,2012-05-09,Palanas,130,NA,APCL,7.4,Y,J,96,APCL12_096,NA,NA
1477,600,34.18478035353102,2013-05-31,Palanas,1412,NA,APCL,10.5,YP,F,484,APCL13_484,NA,NA
222,600,34.18478035353102,2012-05-09,Palanas,148,NA,APCL,10.3,Y,F,98,APCL12_098,NA,NA
2793,689,17.97069959345893,2014-06-23,Wangag,2354,NA,APCL,4.8,WR,J,409,APCL14_409,NA,NA
5988,689,17.97069959345893,2015-06-01,Wangag,6421,NA,APCL,8.3,YP,F,374610,APCL15_374610,985153000374610,N
2834,705,8.814763311803663,2014-06-24,Wangag,2390,NA,APCL,4.9,W,J,331,APCL14_331,NA,NA
5931,705,8.814763311803663,2015-05-31,Wangag,6375,NA,APCL,10.2,YP,F,407646,APCL15_407646,985153000407646,N
2372,738,6.151366715043073,2014-06-17,Palanas,2027,NA,APCL,4,W,J,188,APCL14_188,NA,NA
5817,738,6.151366715043073,2015-05-29,Palanas,6314,NA,APCL,9.2,O,M,374990,APCL15_374990,985153000374990,N
2611,753,1.7700852750338647,2014-06-22,Sitio Baybayon,2178,NA,APCL,7.5,O,M,292,APCL14_292,NA,NA
6665,753,1.7700852750338647,2015-06-14,Sitio Baybayon,6773,NA,APCL,9.4,YP,F,364277,APCL15_364277,985153000364277,N
2194,779,33.64209067640028,2014-06-16,Tamakin Dacot,1923,NA,APCL,5.8,W,J,132,APCL14_132,NA,NA
6339,779,33.64209067640028,2015-06-09,Tamakin Dacot,6633,NA,APCL,10.7,O,M,371672,APCL15_371672,985153000371672,N
2540,783,6.720050776373443,2014-06-22,Sitio Baybayon,2143,NA,APCL,8.2,O,M,255,APCL14_255,NA,NA
6600,783,6.720050776373443,2015-06-14,Sitio Baybayon,6744,NA,APCL,9.7,O,M,355896,APCL15_355896,985153000355896,N
8087,1027,2.366969826933193,2016-06-06,Cabatoan,7819,NA,APCL,9.5,O,M,615,APCL16_615,NA,NA
6192,1027,2.366969826933193,2015-06-05,Cabatoan,6574,NA,APCL,8,O,M,369281,APCL15_369281,985153000369281,N
8092,1016,1.166656102084465,2016-06-06,Cabatoan,7830,NA,APCL,9.6,YP,F,620,APCL16_620,NA,NA
6203,1016,1.166656102084465,2015-06-05,Cabatoan,6576,NA,APCL,10,YP,F,369767,APCL15_369767,985153000369767,N
8103,1015,3.699927037588214,2016-06-06,Cabatoan,7837,NA,APCL,8.8,O,M,630,APCL16_630,NA,NA
6206,1015,3.699927037588214,2015-06-05,Cabatoan,6577,NA,APCL,7.2,O,M,369033,APCL15_369033,985153000369033,N
8089,1017,2.366969826933193,2016-06-06,Cabatoan,7819,NA,APCL,9.7,O,M,617,APCL16_617,NA,NA
6191,1017,2.366969826933193,2015-06-05,Cabatoan,6574,NA,APCL,8.7,O,M,373232,APCL15_373232,985153000373232,N
2800,970,5.847421107334561,2014-06-23,Wangag,2358,NA,APCL,4.4,O,J,414,APCL14_414,NA,NA
5975,970,5.847421107334561,2015-05-31,Wangag,6409,NA,APCL,7.9,O,M,403913,APCL15_403913,985153000403913,N
6350,1013,3.7987482486191495,2015-06-09,Tamakin Dacot,6636,NA,APCL,10.2,O,M,372347,APCL15_372347,985153000372347,N
8284,1013,3.7987482486191495,2016-06-09,Tamakin Dacot,7989,NA,APCL,11.8,O,M,747,APCL16_747,985153000356152,N
5844,1019,0.5743251979343048,2015-05-30,Palanas,6327,NA,APCL,9.6,O,M,400919,APCL15_400919,985153000400919,N
8357,1019,0.5743251979343048,2016-06-14,Palanas,8032,NA,APCL,8.8,O,M,788,APCL16_788,986112100175857,N
12539,1019,0.5743251979343048,2018-03-04,Palanas,11446,14:13:00,APCL,8.9,O,M,NA,NA,986112100175857,Y
349,1019,0.5743251979343048,2017-05-19,Palanas,8244,11:26:00,APCL,9.2,O,M,NA,NA,986112100175857,Y
5844,1019,6.23462398492789,2015-05-30,Palanas,6327,NA,APCL,9.6,O,M,400919,APCL15_400919,985153000400919,N
8357,1019,6.23462398492789,2016-06-14,Palanas,8032,NA,APCL,8.8,O,M,788,APCL16_788,986112100175857,N
12539,1019,6.23462398492789,2018-03-04,Palanas,11446,14:13:00,APCL,8.9,O,M,NA,NA,986112100175857,Y
5844,1019,4.03750242746007,2015-05-30,Palanas,6327,NA,APCL,9.6,O,M,400919,APCL15_400919,985153000400919,N
8357,1019,4.03750242746007,2016-06-14,Palanas,8032,NA,APCL,8.8,O,M,788,APCL16_788,986112100175857,N
6172,1020,10.43604235813377,2015-06-04,N. Magbangon,6559,NA,APCL,8.8,O,M,372487,APCL15_372487,985153000372487,N
7806,1020,10.43604235813377,2016-05-31,N. Magbangon,7603,NA,APCL,9.6,YP,F,432,APCL16_432,985153000371794,N
5692,1022,7.484922806878109,2015-05-28,Visca,6249,NA,APCL,4.5,YR,J,373270,APCL15_373270,985153000373270,N
7604,1022,7.484922806878109,2016-05-27,Visca,7323,NA,APCL,5.9,YR,J,292,APCL16_292,985153000373270,Y
11245,1022,7.484922806878109,2018-03-29,Visca,11234,09:33:00,APCL,9.1,O,M,NA,NA,985153000373270,Y
3,1022,7.484922806878109,2017-05-12,Visca,7532,09:37:00,APCL,9,O,M,NA,NA,985153000373270,Y
3290,1022,7.484922806878109,2017-06-13,Visca,8907,09:49:00,APCL,9,O,M,NA,NA,985153000373270,Y
5692,1022,3.066884950572907,2015-05-28,Visca,6249,NA,APCL,4.5,YR,J,373270,APCL15_373270,985153000373270,N
7604,1022,3.066884950572907,2016-05-27,Visca,7323,NA,APCL,5.9,YR,J,292,APCL16_292,985153000373270,Y
11245,1022,3.066884950572907,2018-03-29,Visca,11234,09:33:00,APCL,9.1,O,M,NA,NA,985153000373270,Y
3,1022,3.066884950572907,2017-05-12,Visca,7532,09:37:00,APCL,9,O,M,NA,NA,985153000373270,Y
5692,1022,35.223004415139805,2015-05-28,Visca,6249,NA,APCL,4.5,YR,J,373270,APCL15_373270,985153000373270,N
7604,1022,35.223004415139805,2016-05-27,Visca,7323,NA,APCL,5.9,YR,J,292,APCL16_292,985153000373270,Y
11245,1022,35.223004415139805,2018-03-29,Visca,11234,09:33:00,APCL,9.1,O,M,NA,NA,985153000373270,Y
5692,1022,6.039684550621882,2015-05-28,Visca,6249,NA,APCL,4.5,YR,J,373270,APCL15_373270,985153000373270,N
7604,1022,6.039684550621882,2016-05-27,Visca,7323,NA,APCL,5.9,YR,J,292,APCL16_292,985153000373270,Y
5704,1023,55.10773053841761,2015-05-28,Visca,6252,NA,APCL,9.6,O,M,374017,APCL15_374017,985153000374017,N
7614,1023,55.10773053841761,2016-05-27,Visca,7331,NA,APCL,9.7,O,M,299,APCL16_299,985153000404043,N
1404,1023,55.10773053841761,2017-06-08,Visca,8814,08:40:00,APCL,9.4,O,M,NA,NA,985153000404043,Y
12602,1023,55.10773053841761,2018-03-03,Visca,11488,13:54:00,APCL,9.8,O,M,NA,NA,985153000404043,Y
5704,1023,35.33363344292261,2015-05-28,Visca,6252,NA,APCL,9.6,O,M,374017,APCL15_374017,985153000374017,N
7614,1023,35.33363344292261,2016-05-27,Visca,7331,NA,APCL,9.7,O,M,299,APCL16_299,985153000404043,N
1404,1023,35.33363344292261,2017-06-08,Visca,8814,08:40:00,APCL,9.4,O,M,NA,NA,985153000404043,Y
5704,1023,62.22105692450844,2015-05-28,Visca,6252,NA,APCL,9.6,O,M,374017,APCL15_374017,985153000374017,N
7614,1023,62.22105692450844,2016-05-27,Visca,7331,NA,APCL,9.7,O,M,299,APCL16_299,985153000404043,N
6852,1024,13.166870159610253,2016-05-12,Sitio Baybayon,6823,NA,APCL,8,YP,F,20,APCL16_020,985153000406811,N
