fish_table_id,fish_indiv,distance_m,date,site,anem_table_id,fish_obs_time,fish_spp,size,color,sex,fin_id,sample_id,tag_id,recap
2603,2054,3.371147683890638,2014-06-22,Sitio Baybayon,2174,NA,APCL,9.2,Y,F,287,APCL14_287,NA,NA
7637,1294,3.328872021962986,2016-05-28,Poroc Rose,7346,NA,APCL,7.9,O,M,308,APCL16_308,985153000401168,N
8402,1294,3.328872021962986,2016-06-16,Poroc Rose,8098,NA,APCL,8,O,M,NA,NA,985153000401168,Y
7989,1307,3.6087425219318736,2016-06-04,Wangag,7762,NA,APCL,8.5,O,M,549,APCL16_549,985153000403306,N
894,1307,3.6087425219318736,2017-05-30,Wangag,8573,13:30:00,APCL,8.5,O,M,NA,NA,985153000403306,Y
7752,1317,5.7019063663228176,2016-05-31,N. Magbangon,7451,NA,APCL,9,YP,F,393,APCL16_393,985153000404510,Y
6113,1317,5.7019063663228176,2015-06-02,N. Magbangon,6513,NA,APCL,8.7,Y,F,404510,APCL15_404510,985153000404510,N
7645,1322,2.9436053326957365,2016-05-28,Poroc Rose,7351,NA,APCL,7.8,O,M,314,APCL16_314,985153000400484,N
8399,1322,2.9436053326957365,2016-06-16,Poroc Rose,8096,NA,APCL,8,O,M,NA,NA,985153000400484,Y
7389,1331,6.689114095798003,2016-05-19,Gabas,7140,NA,APCL,7,O,M,193,APCL16_193,985153000407489,N
609,1331,6.689114095798003,2017-05-25,Gabas,8436,09:41:00,APCL,8.9,YP,F,NA,NA,985153000407489,Y
8376,1335,1.6453375996891417,2016-06-15,Wangag,8070,NA,APCL,6.7,YR,J,804,APCL16_804,986112100172701,N
11249,1335,1.6453375996891417,2018-04-01,Wangag,10543,13:59:00,APCL,9.3,YP,F,NA,NA,986112100172701,Y
7278,1362,2.4751472580841267,2016-05-17,Cabatoan,7069,NA,APCL,10,YP,F,152,APCL16_152,985153000404075,N
8383,1362,2.4751472580841267,2016-06-15,Cabatoan,8084,NA,APCL,10,YP,F,NA,NA,985153000404075,Y
7564,1366,7.813486525421281,2016-05-25,Hicgop South,7302,NA,APCL,6.7,YR,J,272,APCL16_272,985153000404233,N
11285,1366,7.813486525421281,2018-03-25,Hicgop South,10648,10:57:00,APCL,9.4,YP,F,NA,NA,985153000404233,Y
764,1366,7.813486525421281,2017-05-28,Hicgop South,8494,12:59:00,APCL,8.7,YP,F,NA,NA,985153000404233,Y
1420,1366,7.813486525421281,2017-06-08,Hicgop South,8826,10:58:00,APCL,8.7,YP,F,NA,NA,985153000404233,Y
7564,1366,6.757480449555186,2016-05-25,Hicgop South,7302,NA,APCL,6.7,YR,J,272,APCL16_272,985153000404233,N
11285,1366,6.757480449555186,2018-03-25,Hicgop South,10648,10:57:00,APCL,9.4,YP,F,NA,NA,985153000404233,Y
764,1366,6.757480449555186,2017-05-28,Hicgop South,8494,12:59:00,APCL,8.7,YP,F,NA,NA,985153000404233,Y
7564,1366,7.30572742395983,2016-05-25,Hicgop South,7302,NA,APCL,6.7,YR,J,272,APCL16_272,985153000404233,N
11285,1366,7.30572742395983,2018-03-25,Hicgop South,10648,10:57:00,APCL,9.4,YP,F,NA,NA,985153000404233,Y
7291,1368,2.4525451279578983,2016-05-17,N. Magbangon,7086,NA,APCL,8.6,O,M,159,APCL16_159,985153000399528,N
7783,1368,2.4525451279578983,2016-05-31,N. Magbangon,7571,NA,APCL,8.6,O,M,NA,NA,985153000399528,Y
6897,1371,2.363397628366442,2016-05-12,Sitio Baybayon,6846,NA,APCL,9.5,O,M,26,APCL16_026,985153000402889,N
1204,1371,2.363397628366442,2017-06-04,Sitio Baybayon,8730,15:44:00,APCL,9.4,YP,F,NA,NA,985153000402889,Y
12114,1371,2.363397628366442,2018-03-11,Sitio Baybayon,11102,12:42:00,APCL,9.8,YP,F,NA,NA,985153000402889,Y
6897,1371,2.495222329442096,2016-05-12,Sitio Baybayon,6846,NA,APCL,9.5,O,M,26,APCL16_026,985153000402889,N
1204,1371,2.495222329442096,2017-06-04,Sitio Baybayon,8730,15:44:00,APCL,9.4,YP,F,NA,NA,985153000402889,Y
7535,1372,3.9542203743781856,2016-05-21,Wangag,7289,NA,APCL,8.6,O,M,259,APCL16_259,985153000400875,N
1642,1372,3.9542203743781856,2017-06-11,Wangag,8940,11:10:00,APCL,8.9,O,M,NA,NA,985153000400875,Y
7018,1373,28.815482713659122,2016-05-14,Palanas,6914,NA,APCL,7.2,O,M,77,APCL16_077,985153000372339,N
12266,1373,28.815482713659122,2018-03-17,Palanas,10860,13:54:00,APCL,10.5,O,M,NA,NA,985153000372339,Y
11537,1373,28.815482713659122,2018-03-05,Palanas,11378,15:02:00,APCL,10.4,O,M,NA,NA,985153000372339,Y
215,1373,28.815482713659122,2017-05-16,Palanas,8175,10:36:00,APCL,10,O,M,NA,NA,985153000372339,Y
7018,1373,63.512968798827536,2016-05-14,Palanas,6914,NA,APCL,7.2,O,M,77,APCL16_077,985153000372339,N
12266,1373,63.512968798827536,2018-03-17,Palanas,10860,13:54:00,APCL,10.5,O,M,NA,NA,985153000372339,Y
11537,1373,63.512968798827536,2018-03-05,Palanas,11378,15:02:00,APCL,10.4,O,M,NA,NA,985153000372339,Y
7018,1373,64.53837792401957,2016-05-14,Palanas,6914,NA,APCL,7.2,O,M,77,APCL16_077,985153000372339,N
12266,1373,64.53837792401957,2018-03-17,Palanas,10860,13:54:00,APCL,10.5,O,M,NA,NA,985153000372339,Y
6643,2133,8.387697832711583,2015-06-14,Sitio Baybayon,6763,NA,APCL,10,YP,F,354053,APCL15_354053,985153000354053,N
2585,2133,8.387697832711583,2014-06-22,Sitio Baybayon,2165,NA,APCL,9.4,Y,J,278,APCL14_278,NA,NA
7528,2211,2.422929954426824,2016-05-21,Wangag,7284,NA,APCL,8.9,O,M,253,APCL16_253,985153000405779,N
5932,2211,2.422929954426824,2015-05-31,Wangag,6377,NA,APCL,7.6,YP,J,403881,APCL15_403881,985153000403881,N
7294,1383,1.7693577049800149,2016-05-17,N. Magbangon,7094,NA,APCL,8.9,O,M,161,APCL16_161,985153000404937,N
7788,1383,1.7693577049800149,2016-05-31,N. Magbangon,7575,NA,APCL,8.1,O,M,NA,NA,985153000404937,Y
7402,1385,43.43704066060578,2016-05-19,Gabas,7144,NA,APCL,5.4,YR,J,200,APCL16_200,985153000403071,N
626,1385,43.43704066060578,2017-05-25,Gabas,8438,10:38:00,APCL,7.2,YP,F,NA,NA,985153000403071,Y
7378,1399,7.285233885287173,2016-05-18,Tamakin Dacot,7136,NA,APCL,11.3,YP,F,187,APCL16_187,985153000403134,N
1440,1399,7.285233885287173,2017-06-09,Tamakin Dacot,8835,09:34:00,APCL,11.3,YP,F,NA,NA,985153000403134,Y
6830,1400,1.546638882802104,2016-05-12,Sitio Baybayon,6809,NA,APCL,9.2,YP,F,9,APCL16_009,985153000406476,N
12038,1400,1.546638882802104,2018-03-11,Sitio Baybayon,11106,12:31:00,APCL,10,YP,F,NA,NA,985153000406476,Y
1202,1400,1.546638882802104,2017-06-04,Sitio Baybayon,8728,15:36:00,APCL,9,YP,F,NA,NA,985153000406476,Y
6830,1400,27.235206168205696,2016-05-12,Sitio Baybayon,6809,NA,APCL,9.2,YP,F,9,APCL16_009,985153000406476,N
12038,1400,27.235206168205696,2018-03-11,Sitio Baybayon,11106,12:31:00,APCL,10,YP,F,NA,NA,985153000406476,Y
7405,1415,7.575628322763852,2016-05-19,San Agustin,7145,NA,APCL,10.4,YP,F,202,APCL16_202,985153000406375,N
580,1415,7.575628322763852,2017-05-22,San Agustin,8421,14:50:00,APCL,9.6,YP,F,NA,NA,985153000406375,Y
7072,1417,5.271040897747008,2016-05-14,Palanas,6944,NA,APCL,7.3,O,M,91,APCL16_091,985153000407635,N
11493,1417,5.271040897747008,2018-03-17,Palanas,10856,14:09:00,APCL,10.2,O,M,NA,NA,985153000407635,Y
11192,1417,5.271040897747008,2018-03-31,Palanas,10574,11:13:00,APCL,10.4,O,M,NA,NA,985153000407635,Y
12475,1417,5.271040897747008,2018-03-05,Palanas,11387,14:31:00,APCL,9.7,O,M,NA,NA,985153000407635,Y
187,1417,5.271040897747008,2017-05-15,Palanas,8167,14:08:00,APCL,9.5,O,M,NA,NA,985153000407635,Y
199,1417,5.271040897747008,2017-05-15,Palanas,8171,14:44:00,APCL,9.6,O,M,NA,NA,985153000407635,Y
416,1417,5.271040897747008,2017-05-19,Palanas,8268,14:02:00,APCL,9.4,O,M,NA,NA,985153000407635,Y
2937,1417,5.271040897747008,2017-06-11,Palanas,9041,14:17:00,APCL,9.7,O,M,NA,NA,985153000407635,Y
7072,1417,6.206301779930273,2016-05-14,Palanas,6944,NA,APCL,7.3,O,M,91,APCL16_091,985153000407635,N
11493,1417,6.206301779930273,2018-03-17,Palanas,10856,14:09:00,APCL,10.2,O,M,NA,NA,985153000407635,Y
11192,1417,6.206301779930273,2018-03-31,Palanas,10574,11:13:00,APCL,10.4,O,M,NA,NA,985153000407635,Y
12475,1417,6.206301779930273,2018-03-05,Palanas,11387,14:31:00,APCL,9.7,O,M,NA,NA,985153000407635,Y
187,1417,6.206301779930273,2017-05-15,Palanas,8167,14:08:00,APCL,9.5,O,M,NA,NA,985153000407635,Y
199,1417,6.206301779930273,2017-05-15,Palanas,8171,14:44:00,APCL,9.6,O,M,NA,NA,985153000407635,Y
416,1417,6.206301779930273,2017-05-19,Palanas,8268,14:02:00,APCL,9.4,O,M,NA,NA,985153000407635,Y
7072,1417,19.407215808639144,2016-05-14,Palanas,6944,NA,APCL,7.3,O,M,91,APCL16_091,985153000407635,N
11493,1417,19.407215808639144,2018-03-17,Palanas,10856,14:09:00,APCL,10.2,O,M,NA,NA,985153000407635,Y
11192,1417,19.407215808639144,2018-03-31,Palanas,10574,11:13:00,APCL,10.4,O,M,NA,NA,985153000407635,Y
12475,1417,19.407215808639144,2018-03-05,Palanas,11387,14:31:00,APCL,9.7,O,M,NA,NA,985153000407635,Y
187,1417,19.407215808639144,2017-05-15,Palanas,8167,14:08:00,APCL,9.5,O,M,NA,NA,985153000407635,Y
199,1417,19.407215808639144,2017-05-15,Palanas,8171,14:44:00,APCL,9.6,O,M,NA,NA,985153000407635,Y
7072,1417,20.50551412343736,2016-05-14,Palanas,6944,NA,APCL,7.3,O,M,91,APCL16_091,985153000407635,N
11493,1417,20.50551412343736,2018-03-17,Palanas,10856,14:09:00,APCL,10.2,O,M,NA,NA,985153000407635,Y
11192,1417,20.50551412343736,2018-03-31,Palanas,10574,11:13:00,APCL,10.4,O,M,NA,NA,985153000407635,Y
12475,1417,20.50551412343736,2018-03-05,Palanas,11387,14:31:00,APCL,9.7,O,M,NA,NA,985153000407635,Y
187,1417,20.50551412343736,2017-05-15,Palanas,8167,14:08:00,APCL,9.5,O,M,NA,NA,985153000407635,Y
7072,1417,4.902694332599578,2016-05-14,Palanas,6944,NA,APCL,7.3,O,M,91,APCL16_091,985153000407635,N
11493,1417,4.902694332599578,2018-03-17,Palanas,10856,14:09:00,APCL,10.2,O,M,NA,NA,985153000407635,Y
11192,1417,4.902694332599578,2018-03-31,Palanas,10574,11:13:00,APCL,10.4,O,M,NA,NA,985153000407635,Y
12475,1417,4.902694332599578,2018-03-05,Palanas,11387,14:31:00,APCL,9.7,O,M,NA,NA,985153000407635,Y
7072,1417,10.815352427246333,2016-05-14,Palanas,6944,NA,APCL,7.3,O,M,91,APCL16_091,985153000407635,N
11493,1417,10.815352427246333,2018-03-17,Palanas,10856,14:09:00,APCL,10.2,O,M,NA,NA,985153000407635,Y
11192,1417,10.815352427246333,2018-03-31,Palanas,10574,11:13:00,APCL,10.4,O,M,NA,NA,985153000407635,Y
7072,1417,3.2278194192869267,2016-05-14,Palanas,6944,NA,APCL,7.3,O,M,91,APCL16_091,985153000407635,N
11493,1417,3.2278194192869267,2018-03-17,Palanas,10856,14:09:00,APCL,10.2,O,M,NA,NA,985153000407635,Y
7515,1424,1.5626104781920749,2016-05-21,Wangag,7265,10:45:00,APCL,6,YR,J,249,APCL16_249,985153000403952,N
1611,1424,1.5626104781920749,2017-06-11,Wangag,8926,10:13:00,APCL,8.7,O,M,NA,NA,985153000403952,Y
7458,1426,2.6271025795730756,2016-05-21,Wangag,7181,NA,APCL,5.8,YR,J,222,APCL16_222,985153000400302,N
8362,1426,2.6271025795730756,2016-06-15,Wangag,8035,NA,APCL,6,YR,J,NA,NA,985153000400302,Y
6887,1433,13.981768274584947,2016-05-12,Sitio Baybayon,6841,NA,APCL,9.5,YP,F,24,APCL16_024,985153000406330,N
12570,1433,13.981768274584947,2018-03-18,Sitio Baybayon,10851,15:21:00,APCL,11.1,YP,F,414,APCL18_414,982000411818651,N
6568,1441,4.5641395372288995,2015-06-13,Sitio Baybayon,6728,NA,APCL,10.2,YP,F,375244,APCL15_375244,985153000375244,N
1275,1441,4.5641395372288995,2017-06-05,Sitio Baybayon,8768,14:32:00,APCL,10.2,YP,F,469,APCL17_469,985153000375244,Y
7469,1754,4.792472517610697,2016-05-21,Wangag,7191,NA,APCL,7.9,O,M,227,APCL16_227,985153000405149,N
5954,1754,4.792472517610697,2015-05-31,Wangag,6393,NA,APCL,6.7,YP,J,404146,APCL15_404146,985153000404146,N
7419,1459,52.42027131301922,2016-05-19,San Agustin,7156,NA,APCL,5.9,YR,J,208,APCL16_208,985153000401829,N
531,1459,52.42027131301922,2017-05-22,San Agustin,8399,10:53:00,APCL,9.3,YP,F,NA,NA,985153000401829,Y
559,1459,52.42027131301922,2017-05-22,San Agustin,8406,13:28:00,APCL,9,YP,F,NA,NA,985153000401829,Y
7419,1459,53.86118406557312,2016-05-19,San Agustin,7156,NA,APCL,5.9,YR,J,208,APCL16_208,985153000401829,N
531,1459,53.86118406557312,2017-05-22,San Agustin,8399,10:53:00,APCL,9.3,YP,F,NA,NA,985153000401829,Y
7608,1461,21.49535867522354,2016-05-27,Visca,7328,NA,APCL,10.1,YP,F,295,APCL16_295,985153000402348,N
11828,1461,21.49535867522354,2018-03-29,Visca,10603,09:52:00,APCL,10.6,YP,F,NA,NA,985153000402348,Y
658,1461,21.49535867522354,2017-05-25,Visca,8446,13:06:00,APCL,10,YP,F,NA,NA,985153000402348,Y
7608,1461,38.976071924144364,2016-05-27,Visca,7328,NA,APCL,10.1,YP,F,295,APCL16_295,985153000402348,N
11828,1461,38.976071924144364,2018-03-29,Visca,10603,09:52:00,APCL,10.6,YP,F,NA,NA,985153000402348,Y
8058,1468,18.118598440880902,2016-06-05,Wangag,7803,NA,APCL,6.6,YR,J,588,APCL16_588,985153000407381,N
11695,1468,18.118598440880902,2018-03-21,Wangag,10719,11:16:00,APCL,9.4,YP,F,NA,NA,985153000407381,Y
8041,1470,14.198715153766438,2016-06-05,Wangag,7794,NA,APCL,6.3,YR,J,580,APCL16_580,985153000353956,N
12153,1470,14.198715153766438,2018-03-10,Wangag,11150,14:39:00,APCL,9.8,YP,F,NA,NA,985153000353956,Y
8050,1474,13.456809770751432,2016-06-05,Wangag,7797,NA,APCL,6,YR,J,583,APCL16_583,985153000355002,N
865,1474,13.456809770751432,2017-05-30,Wangag,8551,10:50:00,APCL,8.8,O,M,NA,NA,985153000355002,Y
8035,1477,26.13675566853044,2016-06-05,Palanas,7788,NA,APCL,10.5,O,M,574,APCL16_574,985153000402189,Y
7238,1477,26.13675566853044,2016-05-16,Palanas,7040,NA,APCL,11,O,M,NA,NA,985153000402189,Y
12594,1477,26.13675566853044,2018-03-04,Palanas,11485,09:54:00,APCL,11.4,O,M,NA,NA,985153000402189,Y
5882,1477,26.13675566853044,2015-05-30,Palanas,6347,NA,APCL,10.3,O,M,402189,APCL15_402189,985153000402189,N
8035,1477,27.27112352563521,2016-06-05,Palanas,7788,NA,APCL,10.5,O,M,574,APCL16_574,985153000402189,Y
7238,1477,27.27112352563521,2016-05-16,Palanas,7040,NA,APCL,11,O,M,NA,NA,985153000402189,Y
12594,1477,27.27112352563521,2018-03-04,Palanas,11485,09:54:00,APCL,11.4,O,M,NA,NA,985153000402189,Y
8035,1477,26.601234827697926,2016-06-05,Palanas,7788,NA,APCL,10.5,O,M,574,APCL16_574,985153000402189,Y
7238,1477,26.601234827697926,2016-05-16,Palanas,7040,NA,APCL,11,O,M,NA,NA,985153000402189,Y
8054,1478,2.902314160436323,2016-06-05,Wangag,7800,NA,APCL,6.9,YR,J,586,APCL16_586,985153000372499,N
11515,1478,2.902314160436323,2018-03-21,Wangag,11099,12:03:00,APCL,9,O,M,NA,NA,985153000372499,Y
12119,1478,2.902314160436323,2018-03-10,Wangag,11139,15:44:00,APCL,8.8,O,M,NA,NA,985153000372499,Y
855,1478,2.902314160436323,2017-05-30,Wangag,8544,10:23:00,APCL,8.4,O,M,NA,NA,985153000372499,Y
8054,1478,4.478223361726865,2016-06-05,Wangag,7800,NA,APCL,6.9,YR,J,586,APCL16_586,985153000372499,N
11515,1478,4.478223361726865,2018-03-21,Wangag,11099,12:03:00,APCL,9,O,M,NA,NA,985153000372499,Y
12119,1478,4.478223361726865,2018-03-10,Wangag,11139,15:44:00,APCL,8.8,O,M,NA,NA,985153000372499,Y
8054,1478,4.817919526723802,2016-06-05,Wangag,7800,NA,APCL,6.9,YR,J,586,APCL16_586,985153000372499,N
11515,1478,4.817919526723802,2018-03-21,Wangag,11099,12:03:00,APCL,9,O,M,NA,NA,985153000372499,Y
8027,1481,5.036051458434304,2016-06-05,Palanas,7784,NA,APCL,8.6,O,M,567,APCL16_567,985153000404867,N
12518,1481,5.036051458434304,2018-03-05,Palanas,11420,10:32:00,APCL,11,YP,F,NA,NA,985153000404867,Y
165,1481,5.036051458434304,2017-05-15,Palanas,8156,11:14:00,APCL,10.8,O,M,NA,NA,985153000404867,Y
477,1481,5.036051458434304,2017-05-20,Palanas,8346,14:15:00,APCL,10.5,O,M,NA,NA,985153000404867,Y
8027,1481,32.50769748730327,2016-06-05,Palanas,7784,NA,APCL,8.6,O,M,567,APCL16_567,985153000404867,N
12518,1481,32.50769748730327,2018-03-05,Palanas,11420,10:32:00,APCL,11,YP,F,NA,NA,985153000404867,Y
165,1481,32.50769748730327,2017-05-15,Palanas,8156,11:14:00,APCL,10.8,O,M,NA,NA,985153000404867,Y
8027,1481,2.2117226435844297,2016-06-05,Palanas,7784,NA,APCL,8.6,O,M,567,APCL16_567,985153000404867,N
12518,1481,2.2117226435844297,2018-03-05,Palanas,11420,10:32:00,APCL,11,YP,F,NA,NA,985153000404867,Y
12340,1491,2.9095302545202077,2018-03-18,Sitio Baybayon,10878,13:44:00,APCL,8.1,O,M,398,APCL18_398,986112100164228,N
12112,1491,2.9095302545202077,2018-04-09,Sitio Baybayon,10482,13:55:00,APCL,8.1,O,F,NA,NA,986112100164228,Y
11380,1529,13.98588320328517,2018-03-22,San Agustin,10670,15:25:00,APCL,7.2,O,M,509,APCL18_509,986112100173120,N
11053,1529,13.98588320328517,2018-04-10,San Agustin,11450,11:51:00,APCL,7.4,O,M,NA,NA,986112100173120,Y
12391,2212,13.705896623367593,2018-03-12,Sitio Baybayon,11078,10:42:00,APCL,11.3,YP,F,197,APCL18_197,986112100169866,N
6601,2212,13.705896623367593,2015-06-14,Sitio Baybayon,6744,NA,APCL,10.2,YR,F,370820,APCL15_370820,985153000370820,N
11808,1588,3.241622053746849,2018-03-15,Haina,10957,14:03:00,APCL,8,O,M,297,APCL18_297,982126052951039,N
11220,1588,3.241622053746849,2018-03-30,Haina,11264,10:52:00,APCL,8.2,O,M,NA,NA,982126052951039,Y
12535,2170,22.123444223609344,2018-03-16,Sitio Baybayon,10930,10:21:00,APCL,10.6,YP,F,316,APCL18_316,986112100170516,N
2650,2170,22.123444223609344,2014-06-22,Sitio Baybayon,2197,NA,APCL,5.8,O,M,312,APCL14_312,NA,NA
7042,1659,25.942298903168624,2016-05-14,Palanas,6927,NA,APCL,6.3,YP,J,83,APCL16_083,985153000404875,N
11202,1659,25.942298903168624,2018-03-31,Palanas,10684,09:28:00,APCL,10.8,O,M,NA,NA,985153000404875,Y
468,1659,25.942298903168624,2017-05-20,Palanas,8319,11:52:00,APCL,10.2,O,M,NA,NA,985153000404875,Y
2304,1659,25.942298903168624,2017-06-11,Palanas,8951,13:20:00,APCL,10.5,O,M,NA,NA,985153000404875,Y
7042,1659,18.2442244716598,2016-05-14,Palanas,6927,NA,APCL,6.3,YP,J,83,APCL16_083,985153000404875,N
11202,1659,18.2442244716598,2018-03-31,Palanas,10684,09:28:00,APCL,10.8,O,M,NA,NA,985153000404875,Y
468,1659,18.2442244716598,2017-05-20,Palanas,8319,11:52:00,APCL,10.2,O,M,NA,NA,985153000404875,Y
7042,1659,23.14011838588181,2016-05-14,Palanas,6927,NA,APCL,6.3,YP,J,83,APCL16_083,985153000404875,N
11202,1659,23.14011838588181,2018-03-31,Palanas,10684,09:28:00,APCL,10.8,O,M,NA,NA,985153000404875,Y
4,1663,10.424618310614044,2017-05-12,Visca,7532,09:41:00,APCL,7.2,O,M,1,APCL17_001,982000411818532,N
3291,1663,10.424618310614044,2017-06-13,Visca,8907,09:51:00,APCL,7.2,O,M,NA,NA,982000411818532,Y
40,1668,5.91221004777516,2017-05-13,Wangag,8126,14:18:00,APCL,8.5,O,M,15,APCL17_015,982000411818520,N
12240,1668,5.91221004777516,2018-03-08,Wangag,11277,15:48:00,APCL,8.7,YP,F,NA,NA,982000411818520,Y
1561,1668,5.91221004777516,2017-06-11,Wangag,8911,09:24:00,APCL,8.1,O,M,NA,NA,982000411818520,Y
40,1668,7.696276852214187,2017-05-13,Wangag,8126,14:18:00,APCL,8.5,O,M,15,APCL17_015,982000411818520,N
12240,1668,7.696276852214187,2018-03-08,Wangag,11277,15:48:00,APCL,8.7,YP,F,NA,NA,982000411818520,Y
52,1669,6.833137001485772,2017-05-13,Wangag,9034,14:47:00,APCL,7.6,O,M,18,APCL17_018,982000411818464,N
12269,1669,6.833137001485772,2018-03-09,Wangag,11251,10:39:00,APCL,9.1,O,M,NA,NA,982000411818464,Y
12141,1669,6.833137001485772,2018-04-05,Wangag,11177,14:36:00,APCL,9.1,O,M,NA,NA,982000411818464,Y
1562,1669,6.833137001485772,2017-06-11,Wangag,8911,09:26:00,APCL,7.7,O,M,NA,NA,982000411818464,Y
52,1669,25.055417357040557,2017-05-13,Wangag,9034,14:47:00,APCL,7.6,O,M,18,APCL17_018,982000411818464,N
12269,1669,25.055417357040557,2018-03-09,Wangag,11251,10:39:00,APCL,9.1,O,M,NA,NA,982000411818464,Y
12141,1669,25.055417357040557,2018-04-05,Wangag,11177,14:36:00,APCL,9.1,O,M,NA,NA,982000411818464,Y
52,1669,23.391160303405847,2017-05-13,Wangag,9034,14:47:00,APCL,7.6,O,M,18,APCL17_018,982000411818464,N
12269,1669,23.391160303405847,2018-03-09,Wangag,11251,10:39:00,APCL,9.1,O,M,NA,NA,982000411818464,Y
60,1671,53.87223268920469,2017-05-13,Wangag,8133,15:23:00,APCL,7.6,O,M,22,APCL17_022,982000411818460,N
68,1671,53.87223268920469,2017-05-14,Wangag,8134,10:04:00,APCL,8.7,O,M,24,APCL17_024,982000411818492,N
12323,1671,53.87223268920469,2018-03-08,Wangag,11286,15:15:00,APCL,8.5,O,M,NA,NA,982000411818460,Y
12480,1671,53.87223268920469,2018-04-01,Wangag,10739,14:12:00,APCL,8.4,O,M,NA,NA,982000411818460,Y
1573,1671,53.87223268920469,2017-06-11,Wangag,8917,09:36:00,APCL,7.6,O,M,NA,NA,982000411818460,Y
12286,1671,53.87223268920469,2018-03-09,Wangag,11262,10:24:00,APCL,7.8,O,M,NA,NA,982000411818460,Y
12212,1671,53.87223268920469,2018-03-09,Wangag,11206,15:21:00,APCL,9.3,O,M,NA,NA,982000411818492,Y
12360,1671,53.87223268920469,2018-04-05,Wangag,10522,09:29:00,APCL,9.5,O,M,NA,NA,982000411818492,Y
60,1671,48.41686575760153,2017-05-13,Wangag,8133,15:23:00,APCL,7.6,O,M,22,APCL17_022,982000411818460,N
68,1671,48.41686575760153,2017-05-14,Wangag,8134,10:04:00,APCL,8.7,O,M,24,APCL17_024,982000411818492,N
12323,1671,48.41686575760153,2018-03-08,Wangag,11286,15:15:00,APCL,8.5,O,M,NA,NA,982000411818460,Y
12480,1671,48.41686575760153,2018-04-01,Wangag,10739,14:12:00,APCL,8.4,O,M,NA,NA,982000411818460,Y
1573,1671,48.41686575760153,2017-06-11,Wangag,8917,09:36:00,APCL,7.6,O,M,NA,NA,982000411818460,Y
12286,1671,48.41686575760153,2018-03-09,Wangag,11262,10:24:00,APCL,7.8,O,M,NA,NA,982000411818460,Y
12212,1671,48.41686575760153,2018-03-09,Wangag,11206,15:21:00,APCL,9.3,O,M,NA,NA,982000411818492,Y
60,1671,8.565167273755824,2017-05-13,Wangag,8133,15:23:00,APCL,7.6,O,M,22,APCL17_022,982000411818460,N
68,1671,8.565167273755824,2017-05-14,Wangag,8134,10:04:00,APCL,8.7,O,M,24,APCL17_024,982000411818492,N
12323,1671,8.565167273755824,2018-03-08,Wangag,11286,15:15:00,APCL,8.5,O,M,NA,NA,982000411818460,Y
12480,1671,8.565167273755824,2018-04-01,Wangag,10739,14:12:00,APCL,8.4,O,M,NA,NA,982000411818460,Y
1573,1671,8.565167273755824,2017-06-11,Wangag,8917,09:36:00,APCL,7.6,O,M,NA,NA,982000411818460,Y
12286,1671,8.565167273755824,2018-03-09,Wangag,11262,10:24:00,APCL,7.8,O,M,NA,NA,982000411818460,Y
60,1671,9.802554256030216,2017-05-13,Wangag,8133,15:23:00,APCL,7.6,O,M,22,APCL17_022,982000411818460,N
68,1671,9.802554256030216,2017-05-14,Wangag,8134,10:04:00,APCL,8.7,O,M,24,APCL17_024,982000411818492,N
12323,1671,9.802554256030216,2018-03-08,Wangag,11286,15:15:00,APCL,8.5,O,M,NA,NA,982000411818460,Y
12480,1671,9.802554256030216,2018-04-01,Wangag,10739,14:12:00,APCL,8.4,O,M,NA,NA,982000411818460,Y
1573,1671,9.802554256030216,2017-06-11,Wangag,8917,09:36:00,APCL,7.6,O,M,NA,NA,982000411818460,Y
60,1671,6.7236168467696515,2017-05-13,Wangag,8133,15:23:00,APCL,7.6,O,M,22,APCL17_022,982000411818460,N
68,1671,6.7236168467696515,2017-05-14,Wangag,8134,10:04:00,APCL,8.7,O,M,24,APCL17_024,982000411818492,N
12323,1671,6.7236168467696515,2018-03-08,Wangag,11286,15:15:00,APCL,8.5,O,M,NA,NA,982000411818460,Y
12480,1671,6.7236168467696515,2018-04-01,Wangag,10739,14:12:00,APCL,8.4,O,M,NA,NA,982000411818460,Y
60,1671,8.89619737036658,2017-05-13,Wangag,8133,15:23:00,APCL,7.6,O,M,22,APCL17_022,982000411818460,N
68,1671,8.89619737036658,2017-05-14,Wangag,8134,10:04:00,APCL,8.7,O,M,24,APCL17_024,982000411818492,N
12323,1671,8.89619737036658,2018-03-08,Wangag,11286,15:15:00,APCL,8.5,O,M,NA,NA,982000411818460,Y
60,1671,56.18154261846308,2017-05-13,Wangag,8133,15:23:00,APCL,7.6,O,M,22,APCL17_022,982000411818460,N
68,1671,56.18154261846308,2017-05-14,Wangag,8134,10:04:00,APCL,8.7,O,M,24,APCL17_024,982000411818492,N
67,1672,9.073888001186226,2017-05-14,Wangag,8134,09:52:00,APCL,9.7,YP,F,23,APCL17_023,982000411818462,N
11120,1672,9.073888001186226,2018-04-05,Wangag,11151,09:59:00,APCL,9.8,YP,F,NA,NA,982000411818462,Y
12213,1672,9.073888001186226,2018-03-09,Wangag,11339,15:17:00,APCL,9.8,YP,F,NA,NA,982000411818462,Y
67,1672,6.993217487003959,2017-05-14,Wangag,8134,09:52:00,APCL,9.7,YP,F,23,APCL17_023,982000411818462,N
11120,1672,6.993217487003959,2018-04-05,Wangag,11151,09:59:00,APCL,9.8,YP,F,NA,NA,982000411818462,Y
