fish_indiv,lat,lon,site
2521,10.869779249183333,124.71591020235,Wangag
2532,10.8713431342,124.7141544485875,Wangag
2532,10.87135997135,124.714164601175,Wangag
2532,10.8713530562875,124.71419735346251,Wangag
2552,10.871394532725,124.71404960146667,Wangag
2552,10.871426329945,124.714038936625,Wangag
2552,10.8716405853375,124.713968819725,Wangag
2553,10.633461379925,124.7767664166,Sitio Baybayon
2553,10.63352509285625,124.7767555463375,Sitio Baybayon
2553,10.633514334525,124.7768695327875,Sitio Baybayon
2554,10.871355689616667,124.714032530325,Wangag
2554,10.871367443516666,124.71402486685,Wangag
2554,10.87143591145625,124.7140129108125,Wangag
2559,10.871516587224999,124.71427438315,Wangag
2559,10.871515371841667,124.71427105134167,Wangag
2559,10.871527500000001,124.714255,Wangag
2559,10.871548466375,124.71423688809166,Wangag
2559,10.87153268309375,124.7142617579125,Wangag
2563,10.874262180185,124.710678856815,Palanas
2563,10.874277474355555,124.71066742204444,Palanas
2563,10.87432513945,124.71068976445834,Palanas
2592,10.87147820334375,124.71413171268125,Wangag
2592,10.871478416621429,124.714111750275,Wangag
2592,10.87149896235,124.71416403816875,Wangag
2619,10.873877172125,124.7109193971875,Palanas
2619,10.87386116032174,124.71082245123044,Palanas
2619,10.873888274905001,124.71070215117,Palanas
2619,10.87399133715,124.7108143964,Palanas
2633,10.869063120349999,124.716324910975,Wangag
2633,10.86912975645,124.7163208352875,Wangag
2633,10.8691446028875,124.71632046857499,Wangag
2644,10.6334130477625,124.7764275781625,Sitio Baybayon
2644,10.6335813459125,124.77678192313749,Sitio Baybayon
2644,10.633557863770832,124.77676969782917,Sitio Baybayon
2683,10.87386116032174,124.71082245123044,Palanas
2683,10.873869949725,124.71072207670834,Palanas
2683,10.873888114008334,124.71075156004167,Palanas
2684,10.87380234385,124.71090470207778,Palanas
2684,10.873869949725,124.71072207670834,Palanas
2684,10.873862286094445,124.7108811512611,Palanas
281,10.87151902845,124.71386672930001,Wangag
281,10.871519311333333,124.7138626501,Wangag
281,10.87163242875,124.7138777321875,Wangag
302,10.87153825,124.71414325,Wangag
302,10.874404069041667,124.71066491211667,Palanas
302,10.87441972223125,124.7107334429125,Palanas
8,10.742917264,124.787197899425,Visca
8,10.74294813631,124.787116250695,Visca
8,10.74340172228125,124.78690892807501,Visca
982000411818438,10.871788656808333,124.71392759586666,Wangag
982000411818438,10.8718809171125,124.713826202775,Wangag
982000411818438,10.871877092875,124.713839110925,Wangag
982000411818611,10.633476249405,124.77673601963,Sitio Baybayon
982000411818611,10.633495651425001,124.7766020474875,Sitio Baybayon
982000411818611,10.633496514058333,124.776721294025,Sitio Baybayon
985153000352306,10.87328439346,124.71220005909,Palanas
985153000352306,10.873404652825,124.712127631075,Palanas
985153000352306,10.873414976508334,124.71217289335,Palanas
985153000371766,10.798422209608695,124.76868366913479,Elementary School
985153000371766,10.798496590000001,124.768655563235,Elementary School
985153000371766,10.798605384678572,124.76863758903572,Elementary School
985153000401241,10.8687975921375,124.716819883325,Wangag
985153000401241,10.868718309791667,124.71678021597499,Wangag
985153000401241,10.87445371085,124.71070552595,Palanas
985153000403605,10.769275316275,124.7835262748375,San Agustin
985153000403605,10.769270025191666,124.78351261235,San Agustin
985153000403605,10.769340076975,124.78344916135,San Agustin
986112100163663,10.873563284525,124.71111249876999,Palanas
986112100163663,10.873615320964285,124.71105259173929,Palanas
986112100163663,10.873605587975,124.71113110659999,Palanas
986112100164868,10.873605587975,124.71113110659999,Palanas
986112100164868,10.873563284525,124.71111249876999,Palanas
986112100164868,10.873641095825,124.7110627940875,Palanas
986112100164868,10.873707509145833,124.71114425169166,Palanas
